medication_id,ema_product_code,product_name,form,authorization_holder
153415,,Vumerity,Oral Use,Biogen Netherlands B.V.
153416,,Vumerity,Oral Use,Biogen Netherlands B.V.
153417,,Vumerity,Oral Use,Biogen Netherlands B.V.
153418,,Vumerity,Oral Use,Biogen Netherlands B.V.
153419,,Vurdon,Cutaneous Use,Help Abee
153420,,Vurdon,Cutaneous Use,Help Abee
153421,,Vurdon,Intramuscular Use,Help Abee
153422,,Vurdon,Oral Use,Help Abee
153423,,Vurdon,Rectal Use,Help Abee
153424,,Vydura,Oral Use,Pfizer Europe Ma Eeig
153425,,Vydura,Oral Use,Pfizer Europe Ma Eeig
153426,,Vydura,Oral Use,Pfizer Europe Ma Eeig
153427,,Vydura,Oral Use,Pfizer Europe Ma Eeig
153428,,Vyepti,Intravenous Use,H. Lundbeck A/S
153429,,Vyepti,Intravenous Use,H. Lundbeck A/S
153430,,Vyepti,Intravenous Use,H. Lundbeck A/S
153431,,Vyeve,Oral Use,"Laboratórios Basi – Indústria Farmacêutica, S.A."
153432,,Vyeve Duo,Oral Use,"Laboratórios Basi – Indústria Farmacêutica, S.A."
153433,,Vyjuvek,Cutaneous Use,"Krystal Biotech Netherlands, B.V."
153434,,Vyjuvek,Cutaneous Use,"Krystal Biotech Netherlands, B.V."
153435,,Vyjuvek,Cutaneous Use,"Krystal Biotech Netherlands, B.V."
153436,,Vyjuvek,Cutaneous Use,"Krystal Biotech Netherlands, B.V."
153437,,Vyloy,Intravenous Use,Astellas Pharma Europe B.V.
153438,,Vyloy,Intravenous Use,Astellas Pharma Europe B.V.
153439,,Vyloy,Intravenous Use,Astellas Pharma Europe B.V.
153440,,Vyloy,Intravenous Use,Astellas Pharma Europe B.V.
153441,,Vyndaqel,Oral Use,Pfizer Europe Ma Eeig
153442,,Vyndaqel,Oral Use,Pfizer Europe Ma Eeig
153443,,Vyndaqel,Oral Use,Pfizer Europe Ma Eeig
153444,,Vyndaqel,Oral Use,Pfizer Europe Ma Eeig
153445,,Vyndaqel,Oral Use,Pfizer Europe Ma Eeig
153446,,Vyndaqel,Oral Use,Pfizer Europe Ma Eeig
153447,,Vyndaqel,Oral Use,Pfizer Europe Ma Eeig
153448,,Vyndaqel,Oral Use,Pfizer Europe Ma Eeig
153449,,Vytaros,Cutaneous Use,The Simple Pharma Company Limited
153450,,Vytaros,Cutaneous Use,The Simple Pharma Company Limited
153451,,Vytorin,Oral Use,Organonhealthcare Gmbh
153452,,Vytorin,Oral Use,Neopharmed Gentili Spa
153453,,Vytorin,Oral Use,Neopharmed Gentili Spa
153454,,Vytorin,Oral Use,"Organon Portugal, Sociedade Unipessoal Lda."
153455,,Vytorin,Oral Use,"Organonsalud, S.L."
153456,,Vyvgart,Intravenous Use,Argenx Bv
153457,,Vyvgart,Intravenous Use,Argenx Bv
153458,,Vyvgart,Intravenous Use,Argenx Bv
153459,,Vyvgart,Intravenous Use,Argenx Bv
153460,,Vyvgart,Subcutaneous Use,Argenx Bv
153461,,Vyvgart,Subcutaneous Use,Argenx Bv
153462,,Vyvgart,Subcutaneous Use,Argenx Bv
153463,,Vyvgart,Subcutaneous Use,Argenx Bv
153464,,Vyvgart,Subcutaneous Use,Argenx Bv
153465,,Vyvgart,Subcutaneous Use,Argenx Bv
153466,,Vyvgart,Subcutaneous Use,Argenx Bv
153467,,Vyxeos Liposomal,Intravenous Use,Jazz Pharmaceuticals Ireland Ltd
153468,,Vyxeos Liposomal,Intravenous Use,Jazz Pharmaceuticals Ireland Ltd
153469,,Vyxeos Liposomal,Intravenous Use,Jazz Pharmaceuticals Ireland Ltd
153470,,Vyxeos Liposomal,Intravenous Use,Jazz Pharmaceuticals Ireland Ltd
153471,,Vzduch Medicinální Syntetický,Nasal Use,Siad Czech Spol.S.R.O.
153472,,Vzduch Medicinální Syntetický Air Products,Inhalation Use,Air Products Spol. S r.O.
153473,,Vzduch Medicinální Syntetický Linde,Inhalation Use,Linde Gas A.S.
153474,,Vzduch Medicinálny Syntetický Linde,Inhalation Use,Linde Gas A.S.
153475,,Vzduch Medicinálny Syntetický Siad,Inhalation Use,Siad Slovakia Spol. S R.O.
153476,,Wacholderbeeren zum Trinken Nach Bereitung Eines Teeaufgusses. pflanzliches Magen-Darm-Mittel Aurica Naturheilmittel Und Naturwaren,Oral Use,Aurica Naturheilmittel Und Naturwaren Gmbh
153477,,Wainzua,Subcutaneous Use,Astrazeneca Ab
153478,,Wainzua,Subcutaneous Use,Astrazeneca Ab
153479,,Wainzua,Subcutaneous Use,Astrazeneca Ab
153480,,Wainzua,Subcutaneous Use,Astrazeneca Ab
153481,,Wakix,Oral Use,Bioprojet Pharma
153482,,Wakix,Oral Use,Bioprojet Pharma
153483,,Wakix,Oral Use,Bioprojet Pharma
153484,,Wakix,Oral Use,Bioprojet Pharma
153485,,Waladax,Oral Use,2care4 Generics Aps
153486,,Waladex,Oral Use,2care4 Generics Aps
153487,,Waladex,Oral Use,2care4 Generics Aps
153488,,Waladex,Oral Use,2care4 Generics Aps
153489,,Walnuß Bencard Allergie,Intraepidermal Use,Bencard Allergie Gmbh
153490,,Walsartan Krka,Oral Use,"Krka, D.D., Novo Mesto"
153491,,Wamloset,Oral Use,Krka-Farma D.O.O.
153492,,Wamlox,Oral Use,"Krka, D.D., Novo Mesto"
153493,,Wamlox,Oral Use,Krka-Farma D.O.O.
153494,,Wamlox,Oral Use,"Krka, D.D., Novo Mesto"
153495,,Wamlox,Oral Use,"Krka, D.D., Novo Mesto"
153496,,Wamlox,Oral Use,"Krka, D.D., Novo Mesto"
153497,,Wamlox,Oral Use,"Krka, D.D., Novo Mesto"
153498,,Wamlox,Oral Use,"Krka, D.D., Novo Mesto"
153499,,Wamlox,Oral Use,"Krka, D.D., Novo Mesto"
153500,,Wamlox,Oral Use,"Krka, D.D., Novo Mesto"
153501,,Wamlox,Oral Use,"Krka, D.D., Novo Mesto"
153502,,Wamlox,Oral Use,"Krka, D.D., Novo Mesto"
153503,,Waran,Oral Use,Orifarm Healthcare A/S
153504,,Warfant,Oral Use,Mercury Pharmaceuticals (Ireland) Ltd.
153505,,Warfant,Oral Use,Mercury Pharmaceuticals (Ireland) Ltd.
153506,,Warfant,Oral Use,Mercury Pharmaceuticals (Ireland) Ltd.
153507,,Warfarin,Oral Use,Crescent Pharma Limited
153508,,Warfarin Bristol Laboratories,Oral Use,Bristol Laboratories Limited
153509,,Warfarin Crescent Pharma,Oral Use,Crescent Pharma Limited
153510,,Warfarin Crescent Pharma International,Oral Use,Crescent Pharma International Limited
153511,,Warfarin Crescent Pharma Limited,Oral Use,Crescent Pharma Limited
153512,,Warfarin Grindeks,Oral Use,Grindeks
153513,,Warfarin Grindeks,Oral Use,Grindeks
153514,,Warfarin Grindeks,Oral Use,Grindeks
153515,,Warfarin Mercury Pharmaceuticals,Oral Use,Mercury Pharmaceuticals Ltd.
153516,,Warfarin Mercury Pharmaceuticals Ltd,Oral Use,Mercury Pharmaceuticals Ltd.
153517,,Warfarin Orion,Oral Use,Orion Corporation
153518,,Warfarin Orion,Oral Use,Orion Corporation
153519,,Warfarin Orion,Oral Use,Orion Corporation
153520,,Warfarin Orion,Oral Use,Orion Corporation
153521,,Warfarin Orion,Oral Use,Orion Corporation
153522,,Warfarin Orion,Oral Use,Orion Corporation
153523,,Warfarin Orion,Oral Use,Orion Corporation
153524,,Warfarin Pmcs,Oral Use,Pro.Med.Cs Praha A.S.
153525,,Warfarin Pmcs,Oral Use,Pro.Med.Cs Praha A.S.
153526,,Warfarin Sodium Warfarin Sodium 1mg/1ml Oral Suspension,Oral Use,Rosemont Pharmaceuticals Limited
153527,,Warfarin Strides Pharma Uk,Oral Use,Strides Pharma Uk Limited
153528,,Warfarin Teva,Oral Use,Teva B.V
153529,,Warfarin Teva,Oral Use,Sun Pharmaceutical Industries Europe B.V.
153530,,Warfarin Teva Uk,Oral Use,Teva Uk Limited
153531,,Warfarin Torrent Pharma (Uk),Oral Use,Torrent Pharma (Uk) Ltd.
153532,,Warfarin Torrent Pharma (Uk),Oral Use,Torrent Pharma (Uk) Ltd.
153533,,Warfarin Torrent Pharma (Uk),Oral Use,Torrent Pharma (Uk) Ltd.
153534,,Warfin,Oral Use,Orion Corporation
153535,,Warimazol,Vaginal Use,Costakis Tsisios & Co. Ltd
153536,,Warimazol Vag,Vaginal Use,Walter Ritter Gmbh + Co. Kg
153537,,Wariviron,Oral Use,Walter Ritter Gmbh + Co. Kg
153538,,Wartec,Cutaneous Use,Phoenix Labs
153539,,Wartec,Cutaneous Use,Phoenix Labs
153540,,Wartec,Cutaneous Use,Phoenix Labs
153541,,Wartec,Cutaneous Use,Phoenix Labs
153542,,Warticon,Cutaneous Use,Phoenix Labs
153543,,Warticon,Cutaneous Use,Phoenix Labs
153544,,Wasedoc,Oral Use,Ranbaxy Poland Sp. Zo.O
153545,,Wasedoc,Oral Use,Terapia S.A.
153546,,Wasedoc,Oral Use,Ranbaxy Poland Sp. Zo.O
153547,,Waskyra,Intravenous Use,Fondazione Telethon Ets
153548,,Waskyra,Intravenous Use,Fondazione Telethon Ets
153549,,Waskyra,Intravenous Use,Fondazione Telethon Ets
153550,,Waskyra,Intravenous Use,Fondazione Telethon Ets
153551,,"Wasp-Eze Insect Bites, Stings & Allergy Relief",Cutaneous Use,Norma Chemicals Ltd
153552,,Wasser Für Injektionszwecke B. Braun,Intravenous Use,B.Braun Melsungen Ag
153553,,Wasser Für Injektionszwecke Burg Pharma,Intravenous Use,Burg Pharma Gmbh
153554,,Wasser Für Injektionszwecke Csl Behring,"Intravenous Use ,Route Of Administration Not Applicable",Csl Behring Gmbh
153555,,Wasser Für Injektionszwecke Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153556,,Wasser Für Injektionszwecke Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153557,,Wasser Für Injektionszwecke Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153558,,Wasser Für Injektionszwecke Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153559,,Wasser Für Injektionszwecke Fresenius Kabi,Route Of Administration Not Applicable,Fresenius Kabi Nv/Sa
153560,,Wasser Für Injektionszwecke Medipharm,Intravenous Use,Meditrade-Medipharm Gmbh
153561,,Wasser Für Injektionszwecke Noridem,Parenteral Use,Noridem Enterprises Ltd
153562,,Wasser Für Injektionszwecke Noridem,Route Of Administration Not Applicable,Noridem Enterprises Ltd
153563,,Wasser Für Injektionszwecke Viaflo Baxter,Route Of Administration Not Applicable,Baxter Sa
153564,,Wasser Für Injektionszwecke Viaflo Baxter,Route Of Administration Not Applicable,Baxter Sa
153565,,Wasserstoffperoxid Caelo,"Cutaneous Use ,Oromucosal Use",Caesar & Loretz Gmbh
153566,,Wasserstoffperoxid-Lösung,"Oromucosal Use ,Topical Application On Wound",Aug. Hedinger Gmbh & Co. Kg
153567,,Water For Injection,Parenteral Use,Fresenius Kabi Deutschland Gmbh
153568,,Water For Injection,Παρεντερικη Χρηση,Vianex S.A.
153569,,Water For Injection (Viaflo) Baxter,Route Of Administration Not Applicable,Baxter Hellas
153570,,Water For Injection Bieffe,Route Of Administration Not Applicable,Baxter Slovakia S.R.O.
153571,,Water For Injection Cooper,Route Of Administration Not Applicable,Cooper Pharmaceuticals S.A.
153572,,Water For Injection Demo,Route Of Administration Not Applicable,Demo Abee
153573,,Water For Injection Fresenius,Parenteral Use,Fresenius Kabi Hellas Single Member S.A.
153574,,Water For Injection Fresenius Kabi,Parenteral Use,Fresenius Kabi S.R.O.
153575,,Water For Injection Fresenius Kabi,Route Of Administration Not Applicable,Fresenius Kabi S.R.O.
153576,,Water For Injection Kabi,Route Of Administration Not Applicable,Fresenius Kabi S.R.O.
153577,,Water For Injection Kabi,Route Of Administration Not Applicable,Fresenius Kabi S.R.O.
153578,,Water For Injection Medochemie,Parenteral Use,Medochemie Ltd.
153579,,Water For Injections Bp B. Braun Melsungen,Intravenous Use,B.Braun Melsungen Ag
153580,,Water For Injections Bradex,Intravenous Use,Bradex S.A.
153581,,Water For Injections Csl Behring,Intravenous Use,Csl Behring Gmbh
153582,,Water For Injections Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153583,,Water For Injections Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153584,,Water For Injections Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153585,,Water For Injections Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153586,,Water For Injections Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153587,,Water For Injections Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153588,,Water For Injections Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153589,,Water For Injections Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153590,,Water For Injections Fresenius,Parenteral Use,Fresenius Kabi Polska Sp. Z O.O.
153591,,Water For Injections Fresenius,Parenteral Use,Fresenius Kabi Polska Sp. Z O.O.
153592,,Water For Injections Fresenius,Parenteral Use,Fresenius Kabi Polska Sp. Z O.O.
153593,,Water For Injections Kabi,Intravenous Use,Fresenius Kabi Polska Sp. Z O.O.
153594,,Water For Injections Kabi,Intravenous Use,Fresenius Kabi Polska Sp. Z O.O.
153595,,Water For Injections Kabi,Parenteral Use,Fresenius Kabi Polska Sp. Z O.O.
153596,,"Water For Injections Mercury Pharmaceuticals Ltd,",Intravenous Use,Mercury Pharmaceuticals Ltd.
153597,,Water For Injections N.A.,Intravenous Use,Hameln Pharma Ltd
153598,,Water For Injections Noridem,Route Of Administration Not Applicable,Noridem Enterprises Ltd
153599,,Water For Injections Noridem,Route Of Administration Not Applicable,Noridem Enterprises Ltd
153600,,Water For Injections Noridem Enterprises,Parenteral Use,Noridem Enterprises Ltd
153601,,Water For Injections Noridem Noridem,Route Of Administration Not Applicable,Noridem Enterprises Ltd
153602,,Water For Injections Ph. Eur. B. Braun Medical,Intravenous Use,B. Braun Medical Ltd.
153603,,Water For Injections Ph. Eur. Baxter Healthcare,Route Of Administration Not Applicable,Baxter Healthcare Ltd.
153604,,Water For Injections Ph. Eur. Baxter Holding,Route Of Administration Not Applicable,Baxter Holding B.V.
153605,,Water For Injections Ph. Eur. Demo Abee,Intravenous Use,Demo Abee
153606,,Water For Injections Ph. Eur. Noridem Enterprises,Parenteral Use,Noridem Enterprises Ltd
153607,,Water For Injections Ph.Eur. Baxter Holding,Route Of Administration Not Applicable,Baxter Holding B.V.
153608,,Water Voor Injecties B. Braun,Intravenous Use,B.Braun Melsungen Ag
153609,,Water Voor Injecties B. Braun,Intravenous Use,B.Braun Melsungen Ag
153610,,Water Voor Injecties B. Braun,Route Of Administration Not Applicable,B.Braun Melsungen Ag
153611,,Water Voor Injecties Baxter,Route Of Administration Not Applicable,Baxter B.V.
153612,,Water Voor Injecties Cf,Parenteral Use,Centrafarm B.V.
153613,,Water Voor Injecties Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153614,,Water Voor Injecties Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153615,,Water Voor Injecties Csl Behring,Route Of Administration Not Applicable,Csl Behring Gmbh
153616,,Water Voor Injecties Fresenius Kabi,Intravenous Use,Fresenius Kabi Nederland B.V.
153617,,Water Voor Injecties Fresenius Kabi,Route Of Administration Not Applicable,Fresenius Kabi Nv/Sa
153618,,Water Voor Injecties Fresenius Kabi,Route Of Administration Not Applicable,Fresenius Kabi Nederland B.V.
153619,,Water Voor Injecties Noridem,Route Of Administration Not Applicable,Noridem Enterprises Ltd
153620,,Water Voor Injecties Viaflo Baxter,Route Of Administration Not Applicable,Baxter Sa
153621,,Waucosin,Ocular Use,Proel Epam G Koronis Sa Pharmaceuticals
153622,,Wave,Oral Use,Teva B.V
153623,,Waxsol,Auricular Use,Mylan Ire Healthcare Limited
153624,,Waxsol,Auricular Use,Cooper Consumer Health B.V.
153625,,Waylivra,Subcutaneous Use,Akcea Therapeutics Ireland Ltd.
153626,,Waylivra,Subcutaneous Use,Akcea Therapeutics Ireland Ltd.
153627,,Waylivra,Subcutaneous Use,Akcea Therapeutics Ireland Ltd.
153628,,Waylivra,Subcutaneous Use,Akcea Therapeutics Ireland Ltd.
153629,,Wayrilz,Oral Use,Sanofi B.V.
153630,,Wayrilz,Oral Use,Sanofi B.V.
153631,,Wayrilz,Oral Use,Sanofi B.V.
153632,,Webrix,Oral Use,Genepharm S.A.
153633,,Webrix,Oral Use,Genepharm S.A.
153634,,Wecesin,Cutaneous Use,Weleda Ag
153635,,Wechseljahrbeschwerden Tropfen,Oral Use,Sanova Pharma Gesmbh
153636,,Wechseljahr-Komplex L Ho-Fu-Complex,Oral Use,Pharma Liebermann Gmbh
153637,,Wegerich Bencard Allergie,Intraepidermal Use,Bencard Allergie Gmbh
153638,,Węgiel Leczniczy Microfarm,Oral Use,Pph Microfarm Kacperski I Wspólnicy Spółka Jawna
153639,,Węgiel Leczniczy Norit,Oral Use,Norit Nederland B.V.
153640,,Węgiel Leczniczy Vp,Oral Use,Bausch Health Ireland Limited
153641,,Wegovy,Subcutaneous Use,Novo Nordisk A/S
153642,,Wegovy,Subcutaneous Use,Novo Nordisk A/S
153643,,Wegovy,Subcutaneous Use,Novo Nordisk A/S
153644,,Wegovy Flextouch,Subcutaneous Use,Novo Nordisk A/S
153645,,Wegovy Flextouch,Subcutaneous Use,Novo Nordisk A/S
153646,,Wegovy Flextouch,Subcutaneous Use,Novo Nordisk A/S
153647,,Weide Bencard Allergie,Intraepidermal Use,Bencard Allergie Gmbh
153648,,Weidenrinde Schmerzdragees Zur Anwendung Bei Erwachsenen Und Kindern Ab 12 Jahren,Oral Use,I.B. Pharma-Vertriebs Gmbh
153649,,Weifapenin,Oral Use,Viatris As
153650,,Weightworld Herbal Better Mood,Oral Use,The Herbal Research Company Limited
153651,,Weigoman,Cutaneous Use,Chemische Fabrik Dr. Weigert Gmbh & Co. Kg
153652,,Weigoman Parfümfrei,Cutaneous Use,Chemische Fabrik Dr. Weigert Gmbh & Co. Kg
153653,,Weissdorn,Oral Use,Aenova Ip Gmbh
153654,,Weißdorn Dragees Zur Anwendung Bei Erwachsenen Kneipp,Oral Use,Kneipp Gmbh
153655,,Weißdorn Herz-Kreislauf-Tonikum,Oral Use,Anton Hübner Gmbh & Co.Kg
153656,,Weissdorn Kapsel Sn,Oral Use,Mah-Pharma Gmbh
153657,,Weißdorn Rat & Tat,Oral Use,Schwabe Austria Gmbh
153658,,Weißdorn Tee,Oral Use,Bad Heilbrunner Naturheilmittel Gmbh & Co. Kg
153659,,Weißdornblätter Mit Blüten,Oral Use,Alfred Galke Gmbh
153660,,Weißdornblätter Mit Blüten Aurica Naturheilmittel Und Naturwaren,Oral Use,Aurica Naturheilmittel Und Naturwaren Gmbh
153661,,Weissdornblätter Mit Blüten Bombastus-Werke,Oral Use,Bombastus-Werke Ag
153662,,Weißdornblätter Mit Blüten H&s,Oral Use,H & S Tee-Gesellschaft Mbh & Co. Kg
153663,,Weißdornblätter Mit Blüten Herz- Und Kreislauftee Zur Anwendung Bei Erwachsenen Und Kindern Ab 12 Jahren Sidroga,Oral Use,Uriach Germany Gmbh
153664,,Weißdornblätter Mit Blüten Tee,Oral Use,Abtswinder Naturheilmittel Gmbh & Co. Kg
153665,,Weißdornblätter Mit Blüten Tee,Oral Use,Kräuterhaus Sanct Bernhard Kg
153666,,Weißdornblätter Mit Blüten Zur Anwendung Bei Erwachsenen Salus Haus,Oral Use,Salus Haus Dr. Med. Otto Greither Nachf. Gmbh & Co. Kg
153667,,Weißdornblätter Mit Blüten Zur Anwendung Bei Erwachsenen Salus Haus,Oral Use,Salus Haus Dr. Med. Otto Greither Nachf. Gmbh & Co. Kg
153668,,Weißdorn-Elixier Zur Anwendung Bei Erwachsenen,Oral Use,Salus Haus Dr. Med. Otto Greither Nachf. Gmbh & Co. Kg
153669,,Weißdorn-Herz- Und Kreislauf Kräutertee,Oral Use,Abtswinder Naturheilmittel Gmbh & Co. Kg
153670,,Weißdorn-Kräutertabletten Zur Anwendung Bei Erwachsenen,Oral Use,Salus Haus Dr. Med. Otto Greither Nachf. Gmbh & Co. Kg
153671,,Weißdorn-Kräutertropfen Zur Anwendung Bei Erwachsenen,Oral Use,Salus Haus Dr. Med. Otto Greither Nachf. Gmbh & Co. Kg
153672,,Weißdorn-Ratiopharm,Oral Use,Ratiopharm Gmbh
153673,,Weißdorntee Sidroga,Oral Use,Uriach Germany Gmbh
153674,,Weisses Kreuz,Oral Use,Laboratoires Smb S.A.
153675,,Weisses Kreuz,Oral Use,Laboratoires Smb S.A.
153676,,Weißkohl Bencard Allergie,Intraepidermal Use,Bencard Allergie Gmbh
153677,,Weizen Bencard Allergie,Intraepidermal Use,Bencard Allergie Gmbh
153678,,Weizen Hal Allergy,Cutaneous Use,Hal Allergy B.V.
153679,,Weizenkorn Bencard Allergie,Intraepidermal Use,Bencard Allergie Gmbh
153680,,Weizenmehl Bencard Allergie,Intraepidermal Use,Bencard Allergie Gmbh
153681,,Weizenmehl Prick Test Rx Roxall Medizin,Intraepidermal Use,Roxall Medizin Gmbh
153682,,Weizenschrotmehl Bencard Allergie,Intraepidermal Use,Bencard Allergie Gmbh
153683,,Welard,Oral Use,Ardez Pharma
153684,,Welbox,Oral Use,+pharma Arzneimittel Gmbh
153685,,Weldinin,Oral Use,Egis Pharmaceuticals Plc
153686,,Weldinin,Oral Use,Egis Pharmaceuticals Plc
153687,,Weleda Bronchialbalsam,Cutaneous Use,Weleda Ag
153688,,Welireg,Oral Use,Merck Sharp & Dohme B.V.
153689,,Welireg,Oral Use,Merck Sharp & Dohme B.V.
153690,,Welireg,Oral Use,Merck Sharp & Dohme B.V.
153691,,Welireg,Oral Use,Merck Sharp & Dohme B.V.
153692,,Welk,"Epidural Use ,Infiltration ,Intradermal Use ,Intravenous Use ,Subcutaneous Use",Combustin Pharmazeutische Präparate Gmbh
153693,,Welk,"Epidural Use ,Infiltration ,Intravenous Use ,Subcutaneous Use",Combustin Pharmazeutische Präparate Gmbh
153694,,Well Pharmaceuticals Antiseptic,Cutaneous Use,Crescent Pharma Limited
153695,,Well Pharmaceuticals Chesty Cough,Oral Use,Bell Sons & Co (Druggists) Ltd
153696,,Well Pharmaceuticals Children’s Cough Relief,Oral Use,Bell Sons & Co (Druggists) Ltd
153697,,Well Pharmaceuticals Children’s Tickly Cough,Oral Use,Bell Sons & Co (Druggists) Ltd
153698,,Well Pharmaceuticals Cold And Flu Relief,Oral Use,Bristol Laboratories Limited
153699,,Well Pharmaceuticals Cold Sore,Cutaneous Use,Relon Chem Limited
153700,,Well Pharmaceuticals Dry Tickly Cough,Oral Use,Bell Sons & Co (Druggists) Ltd
153701,,Well Pharmaceuticals Dual Action Chesty Cough,Oral Use,Bell Sons & Co (Druggists) Ltd
153702,,Well Pharmaceuticals Hayfever & Allergy Relief,Oral Use,Crescent Pharma Limited
153703,,Well Pharmaceuticals Heartburn & Indigestion,Oral Use,Relon Chem Limited
153704,,Well Pharmaceuticals Max Strength Cold & Flu,Oral Use,Wockhardt Uk Ltd
153705,,Well Pharmaceuticals Max Strength Sleep Aid,Oral Use,Crescent Pharma Limited
153706,,Well Pharmaceuticals Mentholated Bronchial Balsam,Oral Use,Bell Sons & Co (Druggists) Ltd
153707,,Well Pharmaceuticals Mucus Cough,Oral Use,Bell Sons & Co (Druggists) Ltd
153708,,Well Pharmaceuticals Muscle Rub,Cutaneous Use,Bell Sons & Co (Druggists) Ltd
153709,,Well Pharmaceuticals Night Cold & Flu,Oral Use,Pinewood Laboratories Limited
153710,,Well Pharmaceuticals Pain Control Extra,Oral Use,Wockhardt Uk Ltd
153711,,Well Pharmaceuticals Triple Action Cough,Oral Use,Bell Sons & Co (Druggists) Ltd
153712,,Wellbutrin,Oral Use,Glaxosmithkline S.P.A.
153713,,Wellbutrin Retard,Oral Use,Glaxosmithkline Pharma A/S
153714,,Wellbutrin Retard,Oral Use,Glaxosmithkline As
153715,,Wellbutrin Sr,Oral Use,Glaxosmithkline Trading Services Limited
153716,,Wellbutrin Sr,Oral Use,Glaxosmithkline Trading Services Limited
153717,,Wellbutrin Xr,Oral Use,Glaxosmithkline Pharma Gmbh.
153718,,Wellbutrin Xr,Oral Use,Glaxosmithkline Pharmaceuticals En Abrege Glaxosmithkline
153719,,Wellbutrin Xr,Oral Use,Glaxosmithkline Trading Services Limited
153720,,Wellbutrin Xr,Oral Use,Glaxosmithkline (Ireland) Limited
153721,,Wellbutrin Xr,Oral Use,Glaxosmithkline Single Member A.E.B.E.
153722,,Wellbutrin Xr,Oral Use,Glaxosmithkline Pharmaceuticals En Abrege Glaxosmithkline
153723,,Wellbutrin Xr,Oral Use,Glaxosmithkline Trading Services Limited
153724,,Wellbutrin Xr,Oral Use,Glaxosmithkline B.V.
153725,,Wellbutrin Xr,Oral Use,Glaxosmithkline Trading Services Limited
153726,,Wellbutrin Xr,Oral Use,"Glaxosmithkline - Produtos Farmaceuticos, Lda"
153727,,Wellbutrin Xr,Oral Use,Glaxosmithkline Trading Services Limited
153728,,Welldorm Elixir,Oral Use,Marlborough Pharmaceuticals Ltd
153729,,Wellsmed,Oral Use,"Nxm Pharma, Unipessoal Lda."
153730,,Wellvone,Oral Use,Glaxosmithkline Pharmaceuticals En Abrege Glaxosmithkline
153731,,Wellvone,Oral Use,Laboratoire Glaxosmithkline
153732,,Wellvone,Oral Use,Glaxosmithkline Gmbh & Co. Kg
153733,,Wellvone,Oral Use,Glaxosmithkline Single Member A.E.B.E.
153734,,Wellvone,Oral Use,Glaxosmithkline Trading Services Limited
153735,,Wellvone,Oral Use,Glaxosmithkline Pharmaceuticals En Abrege Glaxosmithkline
153736,,Wellvone,Oral Use,Glaxosmithkline B.V.
153737,,Wellvone,Oral Use,"Glaxosmithkline - Produtos Farmaceuticos, Lda"
153738,,Wellvone,Oral Use,"Glaxosmithkline, S.A."
153739,,Wellvone,Oral Use,Glaxosmithkline Ab
153740,,Wellvone,Oral Use,Glaxo Wellcome Uk Limited
153741,,Welnur,Oral Use,Egis Pharmaceuticals Plc
153742,,Werendi,Transdermal Use,Luye Pharma Ag
153743,,Wergyl,Cutaneous Use,"Labialfarma - Laboratório De Produtos Farmacêuticos E Nutracêuticos, S.A."
153744,,Wermutkraut,Oral Use,Bombastus-Werke Ag
153745,,Wermutkraut H&s,Oral Use,H & S Tee-Gesellschaft Mbh & Co. Kg
153746,,Wermutkraut Tee,Oral Use,Aurica Naturheilmittel Und Naturwaren Gmbh
153747,,Wermutkraut Zur Anwendung Bei Erwachsenen Und Kindern Ab 12 Jahren Sidroga,Oral Use,Uriach Germany Gmbh
153748,,Wermutkraut zum Trinken Nach Bereitung Eines Teeaufgusses. pflanzliches Magen-Darm-Mittel Aurica Naturheilmittel Und Naturwaren,Oral Use,Aurica Naturheilmittel Und Naturwaren Gmbh
153749,,Wetirin,Oral Use,Ferring S.A.U.
153750,,Wetterfühligkeit Tropfen Zum Einnehmen,Oral Use,Sanova Pharma Gesmbh
153751,,Wezenla,Intravenous Use,Amgen Technology (Ireland) Uc
153752,,Wezenla,Intravenous Use,Amgen Technology (Ireland) Uc
153753,,Wezenla,Intravenous Use,Amgen Technology (Ireland) Uc
153754,,Wezenla,Subcutaneous Use,Amgen Technology (Ireland) Uc
153755,,Wezenla,Subcutaneous Use,Amgen Technology (Ireland) Uc
153756,,Wezenla,Subcutaneous Use,Amgen Technology (Ireland) Uc
153757,,White Liniment B.P.,Cutaneous Use,Wise Pharmaceuticals Limited
153758,,Whitfield's Antifungal,Cutaneous Use,Ovelle Limited
153759,,Wibical,Oral Use,Gp-Pharm S.A.
