substance_id	substance_name	allergic_patient_count	medication_count
9457	Cipaglucosidase Alfa	0	0
9458	Pivampicillin	0	0
9459	Acetylsalicylic Acid, Aluminium Hydroxide Gel, Dried, Magnesium Hydroxide	0	0
9460	Ponesimod	0	0
9467	Potassium Aspartate	0	0
9475	Potassium	0	0
9476	Potassium Chloride, Potassium Glycerophosphate	0	0
9478	Menthol, Zinc Oxide, Methyl Salicylate, Phenol, Liquefied	0	0
9479	Dry Extract Of Ginseng (3-7:1), Extraction Solvent: Ethanol 40% V/V	0	0
9480	Dry Extract Of Melissa Leaf (4-6 : 1), Extraction Solvent: Ethanol 30 % (W/W), Dry Extract Of Valerian Root (3-4:1), Extraction Solvent: Ethanol 70% V/V	0	0
9481	Alirocumab	0	0
9482	Pramiracetam	0	0
9483	Pramiracetam Sulfate	0	0
9484	Carnitine Hydrochloride, Cyproheptadine Hydrochloride, Lysine Hydrochloride	0	0
9485	Prasugrel Hydrobromide	0	0
9486	Prasugrel Hydrochloride	0	0
9487	Pranoprofen	0	0
9488	Pravastatin Sodium, Fenofibrate	0	0
9490	Idarucizumab	0	0
9493	Prednisone Micronised	0	0
9494	Chloramphenicol, Prednisolone	0	0
9495	Prednisolone Acetate Ph. Eur.	0	0
9496	Prednisolone Sesquihydrate	0	0
9497	Prednisolone Sodium Phosphate Ph. Eur.	0	0
9501	Ferrous Fumarate Ph. Eur., Folic Acid Ph. Eur.	0	0
9502	Menthae Piperitae Folium, Sennae Folium, Liquorice Root, Fennel Seed, Millefolii Herba	0	0
9503	Echinaceae Angustifoliae Tinctura	0	0
9504	Apis Mellifica C15, Cavia Cobaya Lung Histamine C15, Pollen C15	0	0
9505	Metoprolol Tartrate, Chlortalidone	0	0
9506	Ascorbic Acid, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Riboflavin, Thiamine Nitrate, Calcium Carbonate, Ferrous Fumarate, Magnesium Oxide, Potassium Iodide, Pyridoxine Hydrochloride, Retinol, Dl-Alpha Tocopherol Acetate	0	0
9507	Ritodrine Hydrochloride	0	0
9510	Fucus Vesiculosus, Calcium Carbonicum Hahnemanni D8, Kalium Carbonicum D3, Graphites D30, Sulfur D5	0	0
9511	Strophantus Gratus Dil. D4, Convallaria Majalis D2, Urginea Maritima D4, Passiflora Incarnata Mother Tincture, Crataegus Mother Tincture	0	0
9512	Carum Carvi, Gentiana Lutea Ø, Chelidonium Majus Dil. D7, Citrullus Colocynthis Dil. D7, Atropa Bella-Donna D4, Fel Tauri D4, Matricaria Recutita Mother Tincture	0	0
9513	Ceanothus Americanus, China Officinalis D4, Ferrum Arsenicosum Dil. D6	0	0
9514	Ambra Grisea D2, Acidum Phosphoricum Trit. D 3, Acidum Picrinicum Dil. D4, Zincum Phosphoricum Trit. D4, Zincum Aceticum Trit. D4, Zincum Isovalerianicum Trit. D4	0	0
9515	Silicea D12, Symphytum Officinale D12, Cobaltum Metallicum Dil. D8, Symphytum Officinale Dil. D20, Calcium Carbonicum Hahnemanni D8, Aesculus Hippocastanum Dil. D1, Calcium Phosphoricum Dil. D8, Calcium Carbonicum Hahnemanni Dil. D12, Calcium Phosphoricum	0	0
9516	Euspongia Officinalis, Spongilla Lacustris Ø, Lycopus Virginicus, Arsenum Iodatum D6	0	0
9517	Euspongia Officinalis D6, Fucus Vesiculosus (Hab 34) D6, Vitex Agnus-Castus D2, Iodum D8	0	0
9518	Conium Maculatum D12, Magnesium Chloratum D10, Manganum Sulfuricum D10, Hydrastis Canadensis Dil. D12, Chelidonium Majus D6, Berberis Vulgaris Dil. D4	0	0
9523	Undecylenic Acid Monoethanolamide	0	0
9524	Anas Barbariae Hepatis Et Cordis Extractum K200, Aconitum Napellus C5, Cuprum Metallicum C3, Atropa Bella-Donna C5, Echinacea C3, Vincetoxicum Hirundinaria C5, Haemophilus Influenzae C9	0	0
9525	Pneumococcal Polysaccharide Serotype 1 Conjugated To Crm197 Adsorbed On Aluminium Phosphate, Pneumococcal Polysaccharide Serotype 5 Conjugated To Crm197 Adsorbed On Aluminium Phosphate, Pneumococcal Polysaccharide Serotype 3 Conjugated To Crm197 Adsorbed	0	0
9526	Pneumococcal Polysaccharide Serotype 1 Conjugated To Crm197 Adsorbed On Aluminium Phosphate, Pneumococcal Polysaccharide Serotype 22f Conjugated To Crm197 Adsorbed On Aluminium Phosphate, Pneumococcal Polysaccharide Serotype 15b Conjugated To Crm197 Adsor	0	0
9530	Perampanel Hydrate (4:3)	0	0
9631	Tiliae Flos, Marshmallow Root, Rose Fruit, Wild Thyme, Plantaginis Lanceolatae Folium, Liquorice Root	0	0
9632	Piretanide, Ramipril	0	0
9633	Articaine, Epinephrine	0	0
9641	Taurine, Glycine, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, L-Cysteine, L-Aspartic Acid, L-Ornithine Hydrochloride, L-Phenylalanine, L-Glutamic Acid, L-Lysine, L-A	0	0
9642	Taurine, Glycine, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, L-Cysteine, L-Aspartic Acid, L-Ornithine Hydrochloride, L-Phenylalanine, Lysine Monohydrate, L-Glutamic	0	0
9643	Valine, Ornithine Hydrochloride, Alanine, Arginine, Cysteine, Histidine, Isoleucine, Leucine, Lysine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Glutamic Acid, Glycine, Tryptophan	0	0
9655	Mesoglycan	0	0
9656	Mesoglycan Sodium	0	0
9661	Juglans Regia Spag. Peka Dil. D6, Ailanthus Altissima Dil. D4, Euphrasia Spag. Peka Dil. D3, Gratiola Officinalis Dil. D4, Okoubaka Aubrevillei Dil. D3, Smilax Dil. D8, Taraxacum Officinale Spag. Peka Dil. D12	0	0
9662	Propantheline Bromide	0	0
9663	Probenecid	0	0
9674	Hydrocortisone Acetate, Lidocaine, Zinc Oxide	0	0
9675	Trimebutine, Ruscogenin	0	0
9676	Fluocinolone Acetonide, Ketocaine Hydrochloride	0	0
9677	Zinc Oxide, Bismuth Subgallate, Tannin	0	0
9678	Benzalkonium Chloride, Hydrocortisone Acetate, Benzocaine, Esculin	0	0
9679	Benzalkonium Chloride, Hydrocortisone Acetate, Benzocaine, Esculin, Amlintide	0	0
9680	Cinchocaine Hydrochloride, Framycetin Sulfate, Hydrocortisone, Esculin	0	0
9681	Hydrocortisone Ph. Eur., Cinchocaine Hydrochloride Bp	0	0
9682	Heparin Sodium, Hydrocortisone Acetate, Benzocaine	0	0
9683	Triamcinolone Diacetate	0	0
9684	Proflavine Hemisulfate	0	0
9702	Propolis	0	0
9703	Propolis D6	0	0
9704	Propranolol Hydrochloride, Hydrochlorothiazide, Triamterene	0	0
9705	Propranolol Hydrochloride (Ph. Eur.)	0	0
9706	Propranolol Hydrochloride Bp	0	0
9710	Conium Maculatum Dil. D 4, Lytta Vesicatoria Dil. D 4, Selenium Amorphum Dil D8, Nasturtium Officinale, Herba (Ø 33 %) D4, Delphinium Staphisagria Spag. Peka Dil. D4, Ononis Spinosa Mother Tincture, Acidum Sulfuricum Dil. D4	0	0
9711	Dry Extract Of Dry Raw Pollen From Secale Cereale, Phleum Pratense And Zea Mays (30:1.5:1), Der Genuine 2.7-7.5:1, Extraction Solvents: Water, Acetone, Sodium Laurilsulfate (27:1:0.01 W/W/W), Soft Extract Of Dry Raw Pollen From Secale Cereale, Phleum Prat	0	0
9712	Dry Extract From Ivy Leaf (5-7.5:1), Extraction Solvent: Ethanol: 30% (M/M)	0	0
9713	Populus Tremuloides Ø, Serenoa Repens Ø, Chondrodendron Dil. D2	0	0
9715	Chondrodendron Ø, Populus Tremuloides Dil. D2, Serenoa Repens Ø	0	0
9716	Soft Extract From Saw Palmetto Fruit (9-12:1), Extraction Solvent: Ethanol 96% V/V	0	0
9717	Serenoa Serrulata Fruit Extract, Urtica Root Dry Extract	0	0
9719	Sabal Serrulata Extract, Urtica Root Dry Extract	0	0
9720	Serenoa Repens Fructus, Extractum Spissum, Urtica Root Dry Extract	0	0
9722	Pumpkin Seed, Powdered, Dry Extract From Goldenrod (5-8:1), Extraction Solvent: Ethanol 60% V/V, Dry Extract From Aspen Leaves (5-8:1), Extraction Solvent: Ethanol 60% V/V	0	0
9724	Dry Extract Of Nettle Root (5.4 - 6.6: 1), Extraction Solvent: Ethanol 20% V/V	0	0
9728	Extract From Saw Palmetto Fruit (6,5 – 9 : 1) Extraction Solvent: Supercritical Carbon Dioxide	0	0
9729	Prostata Suis D10, Prostata Suis D200, Prostata Suis D30	0	0
9737	Protamine Hydrochloride	0	0
9738	Magnesium, Potassium, Dry Extract Of Hawthorn Leaf And Flower (4-7:1), Extraction Solvent: Methanol 70%v/V	0	0
9739	Extract (1:12.4) Of Hawthorn Leaf And Flower, Valerian Root, Melissa Leaf, Mistletoe, Hop Strobile, Rosemary Leaf, Bitter-Orange Epicarp And Mesocarp, Lavender Flower (7:4:4:3:2:2:2:1), Extraction Solvent: Water, Valerian Root Tincture (1:3.5-4.5), Extrac	0	0
9740	Trimetazidine	0	0
9741	Protein C	0	0
9742	Dosulepin Hydrochloride Bp	0	0
9743	Liothyronine Hydrochloride, Levothyroxine Sodium	0	0
9744	Chondrodendron Dil. D3, Conium Maculatum Dil. D 4, Delphinum Staphisagria Dil. D 3, Lytta Vesicatoria Dil. D 4, Piper Cubeba E Fruct. Immat. Rec. Dil. D 3, Serenoa Repens Dil. D 1	0	0
9745	Human Coagulation Factor Ix, Prothrombin, Factor X	0	0
9751	Cetyl Trimethylammonium Naproxenate	0	0
9753	Tiliae Flos, Marshmallow Root, Rose Fruit, Thyme, Plantaginis Lanceolatae Folium, Liquorice Root	0	0
9759	Magnesium Glutamate Hydrobromide	0	0
9760	Promethazine Hydrochloride, Magnesium Glutamate Hydrobromide	0	0
9761	Distilled Coal Tar	0	0
9762	Schoenocaulon Officinale Dil. D4, Avena Sativa Spag. Peka Dil. D1, Piper Methysticum Spag. Peka Dil. D8, Semecarpus Anacardium Dil. D10, Cinchona Pubescens Spag. Peka Dil. D3, Strychnos Ignatii Spag. Peka Dil. D4, Acidum Phosphoricum Dil. D3, Amanita Musc	0	0
9763	Schoenocaulon Officinale Dil. D4, Piper Methysticum Spag. Peka Dil. D8, Semecarpus Anacardium Dil. D10, Cinchona Pubescens Spag. Peka Dil. D3, Strychnos Ignatii Spag. Peka Dil. D4, Acidum Phosphoricum Dil. D3, Avena Sativa Dil. D1, Amanita Muscaria Dil. D	0	0
9768	Benzocaine, Levomenthol, Zinc Oxide	0	0
9769	Benzocaine, Menthol, Zinc Oxide	0	0
9770	Cuprum Metallicum Dil. D 8, Lobelia Inflata Dil. D3, Ammi Visnaga Mother Tincture, Corallium Rubrum Dil. D8, Atropa Belladonna Dil. D4, Sticta Dil. D4, Grindelia Robusta Dil. D4	0	0
9771	Drosera, Verbascum Thapsiforme Trit. D1, Eriodictyon Californicum Trit. D1, Grindelia, Teucrium Scorodonia, Spongia, Sticta Pulmonaria, Kalium Iodatum D3, Naphthalinum D6	0	0
9772	Drosera Trit. D 3, Grindelia Robusta Trit. D 4, Verbascum Thapsiforme Trit. D1, Eriodictyon Californicum Trit. D1, Kalium Iodatum Trit. D3, Teucrium Scorodonia Trit. D3, Euspongia Officinalis Trit. D4, Lobaria Pulmonaria Trit. D3, Naphthalinum Trit. D6	0	0
9773	Corallium Rubrum Dil. D12, Dactylopius Coccus Dil.D2, Drosera Dil. D 2, Atropa Bella-Donna D6, Psychotria Ipecacuanha Dil. D4, Bryonia Dil. D4, Kalium Bichromicum Dil. D4	0	0
9774	Pulmo Suis D10, Pulmo Suis D200, Pulmo Suis D30	0	0
9783	Cuprum Aceticum D4, Atropa Belladonna Dil. D4, Psychotria Ipecacuanha Dil. D4, Drosera Dil. D4	0	0
9784	Apis Mellifica Dil. D4, Echinacea Dil. D 1, Ferrum Phosphoricum Dil. D8	0	0
9785	Codeine, Guaiacol	0	0
9788	Pulpa Dentis Suis D10, Pulpa Dentis Suis D200, Pulpa Dentis Suis D30	0	0
9792	Belladonna Trit. D3, Bismutum Subnitricum Trit. D5, Chamomilla Trit. D3, Antimonit Trit. D3	0	0
9793	Neomycin Sulfate, Catalase	0	0
9794	Arnica Montana D6, Crataegus D1, Digitalis Purpurea D12, Kalium Carbonicum D6, Convallaria Majalis D12	0	0
9816	Pyrazinamide Ph. Eur.	0	0
9817	Pyrit Trit. D2, Zinnober Trit. D20	0	0
9821	Liquid Extract (1:1) Of Tussilago Farfara Leaf, Elder Flower, Lime Flower, Willow Bark (25:30:30:15), Extraction Solvent: Ethanol 60% (V/V)	0	0
9822	Mitapivat	0	0
9823	Tofersen	0	0
9824	Dinutuximab Beta	0	0
9825	Ripretinib	0	0
9837	Borago Officinalis E Foliis Ferm 34b Ø (Hab, Vs. 34b), Hamamelis Virginiana E Foliis Ferm 33d Ø (Hab, Vs. 33d), Quercus Robur/Petraea E Cortice, Decoctum Ø (Hab, Vs. 23a)	0	0
9838	Borago Officinalis E Foliis Ferm 34b Ø (Hab, Vs. 34b), Hamamelis Virginiana E Foliis Ferm 33d Ø (Hab, Vs. 33d), Quercus Robur/Petraea E Cortice, Decoctum Ø (Hab, Vs. 23a) (Eingeengt Auf 20 Mg), Silybum Marianum E Fructibus Ferm 36 Ø (Hab, Vs. 36), Aesculu	0	0
9839	Quercus Robur/Petraea E Cortice, Decoctum La 10% (Hab, Vs. 12k)	0	0
9840	Colestyramine Anhydrous	0	0
9841	2-Propanol (Ph.Eur.) 70% (V/V)	0	0
9844	Quinidine Gluconate, Cinchonidine Hydrochloride, Cinchonine Hydrochloride, Quinine Gluconate	0	0
9846	Quinine Bisulfate	0	0
9847	Quinine Bisulphate - Bp	0	0
9851	Delafloxacin	0	0
9852	Daridorexant	0	0
9854	Rabies Virus (Inactivated) Strain Flury Lep	0	0
9855	Ceforanide, L-Lysine	0	0
9862	Camphor, Diethylamine Salicylate, Menthol Liquid Flavour	0	0
9863	Rhei Radix Pulveratum	0	0
9864	Rhubarb Root Dry Extract	0	0
9865	Liquid Extract (1:1) From Rhubarb, Frangula Bark, Fennel, Caraway Fruit, Extraction Solvent: Ethanol 50% (V/V)	0	0
9866	Ragweed Pollen	0	0
9867	Menthol, Methyl Salicylate, Cineole	0	0
9868	Gelsemium Sempervirens D6, Pulsatilla Pratensis D8, Verbascum Densiflorum Dil. D3, Aconitum Napellus Dil. D4, Citrullus Colocynthis D8	0	0
9869	Raloxifene	0	0
9870	Raltegravir Potassium	0	0
9871	Tincture From Valerian Root/Motherwort Herb/Hop Strobile/Peppermint Leaf (3/3/2/2) 1:5	0	0
9873	Acidum Silicicum Trit. D 2, Calcium Fluoratum Trit. D 4, Calcium Phosphoricum Trit. D 1, Calcium Carbonicum Hahnemanni Trit D 1, Ferrum Phosphoricum Trit D 2, Zincum Metallicum Trit. D10	0	0
9874	Ranolazine Hydrochloride	0	0
9875	Glycerol, Syrup Simple, Honey, Lemon Oil Terpeneless, Citric Acid Monohydrate	0	0
9877	Atropa Bella-Donna Dil D5, Ranunculus Bulbosus Dil D3, Acidum Arsenicosum Dil D11, Daphne Mezereum Dil D2, Rhus Toxicodendron Dil. D5	0	0
9878	Asclepias Tuberosa Dil. D30, Asclepias Tuberosa Dil. D200, Asclepias Tuberosa Dil. D10, Ranunculus Bulbosus Dil. D10, Ranunculus Bulbosus Dil. D15, Ranunculus Bulbosus Dil. D30, Ranunculus Bulbosus Dil. D200, Asclepias Tuberosa Dil. D20, Asclepias Tuberos	0	0
9879	Dehydrocholic Acid, Peppermint Oil, Dry Extract Of Raphanus Sativus Root (Der 30-42:1) With Activated Carbon (1:1), Extraction Solvent: Ethanol 85% (V/V), Soft Extract Of Artichoke Herb (2-4:1), Extraction Solvent: Ethanol 50% (V/V)	0	0
9880	Extractum Compositum (1:2) Ex: Helichrysi Inflorescentia, Matricariae Flore, Coriandri Fructu, Sambuci Fructu (24 : 15,5 : 7,5 : 3), Taraxaci Intractum (1:1)	0	0
9881	Caryophylli Floris Aetheroleum	0	0
9882	Sodium Hydrogen Carbonate, Tartaric Acid	0	0
9885	Rasagiline Besilate	0	0
9886	Rasagiline Mesilate	0	0
9887	Aliskiren	0	0
9888	Dry Extract Of Raspberry Leaf, Extraction Solvent: Ethanol 70% V/V	0	0
9889	Argentum Nitricum Dil. D14, Peppermint Oil, Ratanhiae Radix Extr. Fluid. 1:1, Fluorit Dil. D9, Kieserit Dil. D19, Salvia Officinalis Aetheroleum, Aesculus, Cortex, Ethanol. Decoctum Dil. D19, Eucalyptus Oil, Lavender Oil, Myrrh Tincture, Caryophylli Flori	0	0
9890	Rat Hair	0	0
9891	Lycopodium Clavatum Dil D 6, Arnica Montana Dil. D4, Atropa Bella-Donna Dil. D6, Kalmia Latifolia Dil. D4, Cynara Scolymus Dil. D8, Conium Maculatum Dil. D3, Aurum Iodatum Dil. D10, Viscum Album Dil. D3, Rauwolfia Serpentina Dil. D3, Melilotus Officinalis	0	0
9896	Lasmiditan	0	0
9898	Cariprazine	0	0
9899	Diphenoxylate Hydrochloride, Atropine Sulfate Monohydrate	0	0
9900	Luspatercept	0	0
9901	Manganum Aceticum D12, Hyoscyamus Niger D12, Psychotria Ipecacuanha Dil. D12, Lobaria Pulmonaria Dil. D12, Bryonia Dil. D12	0	0
9902	Cilastatin Sodium, Imipenem, Relebactam	0	0
9903	Bacillus Firmus E Volumine Ex Muris Cellulae (Lyophil., Steril.) D4	0	0
9904	Bacillus Firmus E Volumine Cellulae (Lyophil., Steril.) D6	0	0
9905	Bacillus Firmus E Volumine Ex Muris Cellulae (Lyophil., Steril.) D6	0	0
9906	Guaifenesin, Codeine Phosphate Hemihydrate	0	0
9907	Magnesium Phosphoricum D15, Rhus Toxicodendron D8, Arnica Montana D6, Acidum Silicicum D6, Cuprum Metallicum D8	0	0
9908	Prunus Spinosa D5, Aqua Maris D3	0	0
9909	Smilax Dil. D12, Mahonia Aquifolium Dil. D12	0	0
9910	Ascorbic Acid, Zinc	0	0
9911	Disodium Phosphate Dihydrate, Potassium Dihydrogen Phosphate	0	0
9912	Betulae Folium, Sambuci Flos, Petroselinum Crispum Root, Fennel Fruit Bitter, Cortex Frangulae, Fucus Vesiculosus, Sennae Folium, Sambucus Nigra Fruit, Liquorice Root	0	0
9913	Betulae Folium, Sambuci Flos, Petroselinum Crispum Root, Fennel Fruit Bitter, Cortex Frangulae, Fucus, Sennae Folium, Sambucus Nigra Fruit, Liquorice Root	0	0
9914	Moroctocog Alfa	0	0
9915	Echinacea Dil. D12, Eupatorium Perfoliatum Dil. D12, Cinchona Pubescens Dil. D12, Gelsemium Sempervirens Dil. D12	0	0
9917	Nonacog Beta Pegol	0	0
9918	Menthol, Camphor, Methyl Salicylate, Turpentine Flavour	0	0
9919	Racementhol, Camphor, Racemic, Methyl Salicylate, Turpentine Oil	0	0
9920	Tazobactam Sodium, Piperacillin	0	0
9922	Carbo Vegetabilis Dil. D 12, Strychnos Nux-Vomica Dil. D12, Argentum Nitricum Dil. D12, Colchicum Autumnale Dil. D12	0	0
9923	Sodium Chloride, Sodium Citrate	0	0
9940	Rimantadine Hydrochloride	0	0
9941	Arnica Montana C12, Arnica Montana C30, Arnica Montana C200	0	0
9942	Glyceryl Monooleate, Retinol Palmitate, Dexpanthenol, Sorbitan Sesquioleate, Decyl Oleate, Glycerol Monostearate 40-55, Paraffin Hard, Paraffin, Light Liquid, Sorbitol, Liquid (Non-Crystallising), Paraffin White Soft, Propylene Glycol, Isopropyl Myristate	0	0
9943	Manganum Aceticum D6, Lobaria Pulmonaria D2, Bryonia Dil. D6, Stannum Iodatum D6, Hyoscyamus Niger Dil. D4, Psychotria Ipecacuanha Dil. D4	0	0
9944	Cistus Canadensis Dil. D6, Smilax Dil. D8, Mahonia Aquifolium Dil. D6, Euphorbia Cyparissias D12	0	0
9945	Gelsemium Sempervirens Dil. D 6, Cinchona Pubescens Dil. D6, Echinacea Dil. D6, Eupatorium Perfoliatum D8, Phosphorus Dil. D6	0	0
9946	Echinacea Dil D4, Petroleum Rectificatum Dil. D4, Kalium Carbonicum D5	0	0
9947	Ambra Grisea Dil. D5, Scutellaria Lateriflora, Strychnos Ignatii Dil. D4	0	0
9948	Panax Ginseng D2	0	0
9949	Lachesis D 12, Sanguinaria Canadensis D6, Sepia Officinalis D12, Cimicifuga Racemosa D1, Pilocarpus D6	0	0
9950	Liquid Extract From Cimicifugae Rhizoma (0.78-1.14:1), Extraction Solvent: Isopropyl Alcohol 40 % (V/V)	0	0
9951	Hypericum Perforatum, Dry Extract, Cimicifuga Racemosa Root Dry Extract	0	0
9952	Dry Extract From Cimicifugae Rhizoma (6-11 : 1), Extraction Solvent: Isopropyl Alcohol 40 % (V/V), Dry Extract From St. John's Wort (3,5-6,0:1), Extraction Solvent: Ethanol 60% (V/V)	0	0
9953	Dry Extract From Cimicifugae Rhizoma (6-11 : 1), Extraction Solvent: Isopropyl Alcohol 40 % (V/V), Hypericum Perforatum Dry Extract (3,5 - 6,0:1), Extract Ethanol 60% (M/M)	0	0
9956	Ren Suis D10, Ren Suis D200, Ren Suis D30	0	0
9962	Scutellaria Lateriflora D12, Strychnos Ignatii Dil. D12, Ambra Grisea Dil. D12	0	0
9963	Renes Bovis Gl Dil. D4 (Hab, Vs. 41a)	0	0
9964	Argentum Nitricum Dil. D19 Aquos. (Hab, Vs. 5b), Renes Bovis Gl Dil. D16 (Hab, Vs. 41a)	0	0
9965	Borago Officinalis E Foliis Ferm 34b Dil. D5 (Hab, Vs. 34b), Cuprum Aceticum Dil. D5 Aquos. (Hab, Vs. 5b), Ductus Thoracicus Bovis Gl Dil. D5 (Hab, Vs. 41c), Mesenchym Bovis Gl Dil. D5 (Hab, Vs. 41b), Renes Bovis Gl Dil. D5 (Hab, Vs. 41a), Textus Connecti	0	0
9966	Cuprum Metallicum Dil. D7, Renes Bovis Gl Dil. D5 (Hab, Vs. 41a)	0	0
9967	Apis Mellifica Ex Animale Toto Gl Dil. D31 (Hab, Vs. 41c), Equisetum Arvense Ex Herba Ferm 35b Dil. D14 (Hab, Vs. 35b), Renes Bovis Gl Dil. D6 (Hab, Vs. 41a), Veratrum Album E Radice Ferm 33c Dil. D5 (Hab, Vs. 33c), Viscum Album (Mali) E Planta Tota Ferm	0	0
9968	Calcium Carbonate, Magnesium Carbonate	0	0
9969	Magnesium Carbonate Heavy, Alginic Acid, Calcium Carbonate	0	0
9970	Simeticone, Magnesium Carbonate Heavy, Calcium Carbonate	0	0
9971	Lapis Cancri - Flintstein Trit. D15	0	0
9972	Smilax Dil. D3, Lycopodium Dil. D5, Acidum Nitricum Dil. D6, Berberis Vulgaris Dil D3	0	0
9973	Echinacea Dil. D12, Kalium Bichromicum Dil. D12, Hydrargyrum Sulfuratum Rubrum Dil. D12, Sulfur Iodatum Dil. D12, Manganum Aceticum Dil. D12, Luffa Operculata D12	0	0
9974	Etacrynate Sodium	0	0
9975	Etacrynic Acid	0	0
9976	Aescin	0	0
9977	Beta-Aescin	0	0
9978	Diethylamine Salicylate, Beta-Aescin	0	0
9979	Evolocumab	0	0
9983	Dextran 70, Sodium Chloride	0	0
9984	Chloroseptyl	0	0
9986	Chloroquine Diphosphate	0	0
9987	Ascorbic Acid, Paracetamol, Potassium Hydrogen Carbonate, Sodium Hydrogen Carbonate, Sodium Carbonate Anhydrous, Citric Acid	0	0
9990	Resorcinol	0	0
9991	Ferucarbotran	0	0
9992	Chlorphenamine Maleate, Oxymetazoline Hydrochloride	0	0
9993	Cimicifuga Racemosa D2, Gelsemium Sempervirens D2, Spigelia Anthelmia D2, Iris Versicolor D2, Cyclamen Purpurascens D3	0	0
9994	Spigelia Anthelmia Dil. D2, Iris Versicolor Dil. D2	0	0
9995	Cimicifuga Racemosa Dil. D 2, Cyclamen Purpurascens Dil. D 3, Spigelia Anthelmia Dil. D2, Gelsemium Sempervirens Dil. D2, Iris Versicolor Dil. D2	0	0
9996	Colchicum Autumnale Trit. D 4, Ferrum Phosphoricum Trit. D 4, Solidago Virgaurea Trit. D 2, Acidum Silicicum Trit. D6, Berberis Vulgaris D2, Bryonia D4, Cinchona Pubescens D4, Formica Rufa D10, Formica Rufa D4, Formica Rufa D6, Smilax D2, Rhus Toxicodendr	0	0
10009	Sodium Ascorbate, Magnesium Aspartate Dihydrate, L-Lysine Hydrochloride, L-Leucine, L-Valine, L-Phenylalanine	0	0
10010	Valine, Leucine, Phenylalanine, Sodium Ascorbate, Magnesium Aspartate Dihydrate, Lysine Hydrochloride	0	0
10011	Acidum Hydrofluoricum Dil. D12, Talpa Europaea Dil. D8, Selenium Dil. D12, Graphites Dil. D8, Thallium Metallicum Dil. D12	0	0
10012	Acidum Silicicum Trit. D4, Calcium Carbonicum Hahnemanni Trit. D 4	0	0
10014	Calcium Carbonicum D8, Calcarea Phosphorica D4, Natrium Phosphoricum D4, Magnesium Phosphoricum D4, Calcium Iodatum D8, Juglans Pulvis D6, Rubia Tinctorum D6, Silicea D6, Ferrum Phosphoricum D4, Natrium Sulfuricum D6	0	0
10015	Natrium Sulfuricum D3, Juglans Regia D4, Natrum Phosphoricum D2, Ferrum Phosphoricum D2, Rubia Tinctorum D3, Calcarea Carbonica Ostrearum D2, Calcarea Iodata D4, Calcarea Phosphorica D2, Magnesium Phosphoricum D2, Silicea D3	0	0
10016	Natrium Sulfuricum D3, Natrum Phosphoricum D2, Ferrum Phosphoricum D2, Calcarea Carbonica Ostrearum D2, Calcarea Iodata D4, Calcarea Phosphorica D2, Magnesium Phosphoricum D2, Silicea D3, Rubia Tinctorum D10	0	0
10021	Rhenium [186re] Sulphide	0	0
10022	Phenylbutazone, Prednisolone	0	0
10051	Dry Extract From Rhodiola Rosea Root With Rhizome (1.5-5: 1), Extraction Solvent: Ethanol 70% (V/V)	0	0
10052	Ferrum Phosphoricum Dil. D12, Natrium Sulfuricum Dil. D8, Spiraea Ulmaria Dil. D12, Lithium Carbonicum Dil. D12, Rhododendron Dil. D6	0	0
10053	Filipendula Ulmaria D12, Rhododendron Aureum D6, Ferrum Phosphoricum D6, Lithium Carbonicum D12, Strychnos Nux-Vomica D6, Natrium Sulfuricum D6	0	0
10054	Ferrum Phosphoricum Dil. D12, Strychnos Nux-Vomica Dil. D30, Natrium Sulfuricum Dil. D30, Spiraea Ulmaria Dil. D12, Lithium Carbonicum Dil. D12, Rhododendron Dil. D6	0	0
10055	Netarsudil	0	0
10064	Lidocaine Hydrochloride Monohydrate, Ceftriaxone Disodium Salt Hemiheptahydrate	0	0
10065	Ribavirin	0	0
10066	Ribes Nigrum Bud Glycerol Macerate D1	0	0
10067	Equine Polyclonal Immunoglobulin F(Ab')2 Fragments Against Ricin	0	0
10068	Luffa Operculata Dil. D6, Sanicula Europea Dil. D6, Kreosotum Dil. D6, Echinacea Spag. Peka Dil. D12, Plantago Major Spag. Peka Dil.D6, Hydrargyrum Sulfuratum Rubrum Dil. D12, Thuja Occidentalis Dil. D6, Capsicum Annuum Dil. D4	0	0
10069	Glutathione (Reduced)	0	0
10071	Isoniazid, Pyrazinamide, Rifampicin	0	0
10073	Enterovirus B, Echovirus 7, Live	0	0
10075	Rilmenidine	0	0
10076	Budesonide, Glycopyrronium Bromide, Formoterol Fumarate Dihydrate	0	0
10077	Troxerutin, Heparinoid	0	0
10079	Phenylpropanolamine Hydrochloride	0	0
10082	Calcium Chloride, Potassium Chloride, Sodium Chloride, Sodium Lactate	0	0
10091	Pseudoephedrine Hydrochloride, Ebastine	0	0
